influencer_id,influencer_size_category,followers_count,avg_reach,avg_impressions,engagement_rate,avg_engagements_per_post,audience_gender_split,audience_age_split,audience_country_top3,audience_city_top3,follower_growth_rate
757,mid,288938,167841,209962,0.0423,12222,"{'male': 72.22, 'female': 27.78}","{'13-17': 16.25, '18-24': 22.5, '25-34': 15.0, '35-44': 28.75, '45-54': 7.5, '55+': 10.0}","{'Germany': 23.85, 'India': 23.08, 'UAE': 22.31}","{'London': 19.6, 'Mumbai': 18.59, 'Hyderabad': 17.09}",0.077
758,micro,97628,46232,48502,0.0821,8015,"{'male': 52.24, 'female': 47.76}","{'13-17': 32.79, '18-24': 6.56, '25-34': 30.33, '35-44': 4.1, '45-54': 19.67, '55+': 6.56}","{'USA': 30.53, 'UK': 21.37, 'Germany': 20.61}","{'London': 22.39, 'Chennai': 20.9, 'Bangalore': 17.91}",0.115
759,mid,329492,172745,287355,0.0351,11565,"{'male': 16.67, 'female': 83.33}","{'13-17': 26.77, '18-24': 22.83, '25-34': 5.51, '35-44': 16.54, '45-54': 23.62, '55+': 4.72}","{'India': 38.55, 'USA': 25.3, 'UAE': 18.07}","{'Kolkata': 18.18, 'Delhi': 17.11, 'Chennai': 16.58}",0.178
760,nano,7028,4061,5205,0.0924,649,"{'male': 50.0, 'female': 50.0}","{'13-17': 21.09, '18-24': 23.13, '25-34': 23.13, '35-44': 17.01, '45-54': 9.52, '55+': 6.12}","{'UAE': 28.68, 'UK': 20.93, 'India': 18.6}","{'New York': 17.31, 'Kolkata': 16.83, 'Delhi': 13.94}",0.047
761,nano,3243,1927,3236,0.1443,467,"{'male': 53.85, 'female': 46.15}","{'13-17': 19.23, '18-24': 21.98, '25-34': 13.74, '35-44': 8.24, '45-54': 21.43, '55+': 15.38}","{'Germany': 26.74, 'UK': 22.09, 'USA': 20.93}","{'New York': 20.31, 'Chennai': 19.27, 'Hyderabad': 18.23}",0.122
762,nano,1106,502,781,0.0888,98,"{'male': 82.22, 'female': 17.78}","{'13-17': 20.67, '18-24': 13.97, '25-34': 18.99, '35-44': 18.44, '45-54': 19.55, '55+': 8.38}","{'India': 31.25, 'USA': 21.09, 'Germany': 19.53}","{'Chennai': 19.6, 'Mumbai': 18.59, 'Bangalore': 14.57}",0.049
763,nano,2971,1360,1659,0.1011,300,"{'male': 74.19, 'female': 25.81}","{'13-17': 8.09, '18-24': 19.12, '25-34': 11.03, '35-44': 22.06, '45-54': 20.59, '55+': 19.12}","{'UK': 26.95, 'Germany': 25.53, 'India': 19.15}","{'New York': 20.38, 'Bangalore': 19.11, 'Delhi': 15.92}",0.08
764,mid,443311,217086,303792,0.0415,18397,"{'male': 67.44, 'female': 32.56}","{'13-17': 25.71, '18-24': 12.14, '25-34': 10.0, '35-44': 28.57, '45-54': 17.14, '55+': 6.43}","{'Germany': 32.98, 'India': 27.66, 'UAE': 18.09}","{'Bangalore': 19.12, 'Delhi': 16.67, 'Chennai': 14.22}",-0.021
765,mid,434387,195619,321150,0.0448,19460,"{'male': 66.67, 'female': 33.33}","{'13-17': 22.29, '18-24': 3.01, '25-34': 24.1, '35-44': 13.25, '45-54': 16.27, '55+': 21.08}","{'Germany': 28.7, 'USA': 27.78, 'UAE': 27.78}","{'New York': 23.7, 'London': 22.22, 'Delhi': 13.33}",0.196
766,micro,16273,6911,7833,0.0777,1264,"{'male': 75.86, 'female': 24.14}","{'13-17': 14.36, '18-24': 16.49, '25-34': 13.83, '35-44': 20.21, '45-54': 15.43, '55+': 19.68}","{'Germany': 36.7, 'UK': 22.02, 'India': 18.35}","{'Bangalore': 20.37, 'Chennai': 18.52, 'Hyderabad': 16.05}",0.191
767,micro,41318,22108,40217,0.0331,1367,"{'male': 42.55, 'female': 57.45}","{'13-17': 23.0, '18-24': 10.0, '25-34': 8.0, '35-44': 9.0, '45-54': 34.0, '55+': 16.0}","{'UK': 36.36, 'USA': 31.82, 'UAE': 12.73}","{'Delhi': 31.15, 'Kolkata': 23.77, 'New York': 13.11}",-0.039
768,micro,65932,38477,65679,0.0326,2149,"{'male': 61.54, 'female': 38.46}","{'13-17': 9.68, '18-24': 20.97, '25-34': 13.98, '35-44': 20.43, '45-54': 15.05, '55+': 19.89}","{'Germany': 38.0, 'UK': 31.0, 'UAE': 14.0}","{'Chennai': 18.52, 'New York': 17.59, 'Mumbai': 14.35}",0.076
769,micro,60356,32780,44886,0.0753,4544,"{'male': 61.02, 'female': 38.98}","{'13-17': 8.86, '18-24': 15.19, '25-34': 27.85, '35-44': 11.39, '45-54': 22.78, '55+': 13.92}","{'India': 25.64, 'UAE': 25.64, 'UK': 20.51}","{'Kolkata': 22.81, 'Hyderabad': 19.88, 'London': 12.87}",0.192
770,macro,725893,392475,682554,0.0415,30124,"{'male': 80.0, 'female': 20.0}","{'13-17': 15.28, '18-24': 19.44, '25-34': 16.67, '35-44': 11.81, '45-54': 21.53, '55+': 15.28}","{'UK': 33.62, 'UAE': 33.62, 'Germany': 14.66}","{'Delhi': 18.0, 'London': 17.5, 'New York': 16.0}",0.109
771,macro,632035,259597,439110,0.0209,13209,"{'male': 59.7, 'female': 40.3}","{'13-17': 24.26, '18-24': 5.88, '25-34': 23.53, '35-44': 3.68, '45-54': 18.38, '55+': 24.26}","{'USA': 27.34, 'UAE': 25.0, 'Germany': 23.44}","{'Bangalore': 21.2, 'New York': 18.48, 'Mumbai': 17.39}",0.029
772,mid,436758,193461,240988,0.0281,12272,"{'male': 28.57, 'female': 71.43}","{'13-17': 6.73, '18-24': 6.73, '25-34': 33.65, '35-44': 16.35, '45-54': 30.77, '55+': 5.77}","{'India': 25.48, 'UK': 22.93, 'UAE': 22.93}","{'Hyderabad': 22.54, 'London': 20.81, 'Kolkata': 20.23}",0.159
773,micro,60174,24968,33784,0.0664,3995,"{'male': 36.36, 'female': 63.64}","{'13-17': 16.22, '18-24': 8.11, '25-34': 25.0, '35-44': 19.59, '45-54': 16.22, '55+': 14.86}","{'India': 23.27, 'USA': 22.64, 'UK': 18.87}","{'Delhi': 17.31, 'Hyderabad': 15.38, 'Chennai': 14.9}",-0.019
774,micro,38767,17935,26400,0.0647,2508,"{'male': 84.44, 'female': 15.56}","{'13-17': 6.0, '18-24': 29.0, '25-34': 6.0, '35-44': 28.0, '45-54': 6.0, '55+': 25.0}","{'UK': 28.23, 'India': 26.61, 'Germany': 23.39}","{'New York': 17.16, 'Delhi': 16.67, 'Bangalore': 16.67}",0.176
775,nano,9751,5831,11126,0.1066,1039,"{'male': 73.81, 'female': 26.19}","{'13-17': 20.0, '18-24': 17.89, '25-34': 10.53, '35-44': 11.58, '45-54': 20.0, '55+': 20.0}","{'Germany': 30.12, 'UK': 27.71, 'USA': 15.66}","{'New York': 21.62, 'Kolkata': 21.08, 'Mumbai': 18.92}",0.14
776,micro,31290,15926,24183,0.0824,2578,"{'male': 38.0, 'female': 62.0}","{'13-17': 20.75, '18-24': 25.16, '25-34': 7.55, '35-44': 12.58, '45-54': 10.69, '55+': 23.27}","{'Germany': 38.1, 'UAE': 20.24, 'USA': 19.05}","{'Bangalore': 15.98, 'London': 15.98, 'Chennai': 15.57}",-0.026
777,mid,156372,65654,66575,0.0696,10883,"{'male': 46.15, 'female': 53.85}","{'13-17': 7.14, '18-24': 14.29, '25-34': 16.33, '35-44': 30.61, '45-54': 21.43, '55+': 10.2}","{'India': 29.06, 'UK': 27.35, 'UAE': 21.37}","{'London': 16.98, 'Delhi': 16.51, 'Bangalore': 15.09}",0.182
778,macro,569236,273118,294516,0.0302,17190,"{'male': 68.29, 'female': 31.71}","{'13-17': 16.43, '18-24': 5.71, '25-34': 19.29, '35-44': 18.57, '45-54': 22.86, '55+': 17.14}","{'UAE': 31.58, 'UK': 24.56, 'Germany': 23.68}","{'Chennai': 25.45, 'New York': 20.91, 'Kolkata': 15.45}",0.014
779,mid,248793,103314,166707,0.0585,14554,"{'male': 48.05, 'female': 51.95}","{'13-17': 9.24, '18-24': 11.76, '25-34': 23.53, '35-44': 11.76, '45-54': 13.45, '55+': 30.25}","{'UAE': 28.72, 'USA': 20.21, 'Germany': 19.15}","{'Hyderabad': 20.63, 'Kolkata': 19.05, 'Chennai': 17.99}",0.019
780,nano,3414,1608,2517,0.105,358,"{'male': 14.29, 'female': 85.71}","{'13-17': 4.84, '18-24': 20.97, '25-34': 32.26, '35-44': 24.19, '45-54': 4.03, '55+': 13.71}","{'USA': 34.78, 'India': 30.43, 'Germany': 14.78}","{'Delhi': 19.9, 'Mumbai': 17.86, 'Chennai': 13.78}",0.18
781,mid,144915,84672,165560,0.0393,5695,"{'male': 45.83, 'female': 54.17}","{'13-17': 22.97, '18-24': 5.41, '25-34': 27.03, '35-44': 25.0, '45-54': 10.81, '55+': 8.78}","{'UK': 29.36, 'Germany': 29.36, 'UAE': 19.27}","{'London': 21.47, 'Hyderabad': 17.79, 'New York': 16.56}",0.027
782,micro,43368,17513,26807,0.0888,3851,"{'male': 36.36, 'female': 63.64}","{'13-17': 5.65, '18-24': 21.77, '25-34': 16.94, '35-44': 8.87, '45-54': 25.81, '55+': 20.97}","{'UK': 27.83, 'UAE': 26.09, 'India': 25.22}","{'Delhi': 16.17, 'Bangalore': 16.17, 'Kolkata': 16.17}",0.132
783,nano,4610,2229,4174,0.0914,421,"{'male': 49.33, 'female': 50.67}","{'13-17': 20.47, '18-24': 27.56, '25-34': 15.75, '35-44': 5.51, '45-54': 3.94, '55+': 26.77}","{'Germany': 27.78, 'UAE': 25.0, 'India': 22.22}","{'New York': 22.78, 'London': 17.72, 'Mumbai': 15.82}",-0.014
784,micro,85595,48069,75378,0.0917,7849,"{'male': 73.53, 'female': 26.47}","{'13-17': 11.19, '18-24': 16.08, '25-34': 25.17, '35-44': 9.09, '45-54': 20.28, '55+': 18.18}","{'USA': 33.05, 'Germany': 28.81, 'India': 22.88}","{'Mumbai': 17.78, 'Hyderabad': 15.11, 'Delhi': 14.67}",0.006
785,mid,351422,163264,242880,0.0645,22666,"{'male': 60.0, 'female': 40.0}","{'13-17': 19.21, '18-24': 19.21, '25-34': 16.56, '35-44': 14.57, '45-54': 15.89, '55+': 14.57}","{'USA': 25.81, 'UAE': 25.81, 'UK': 19.35}","{'London': 18.93, 'Hyderabad': 17.96, 'Chennai': 17.48}",0.134
786,micro,22454,9893,12743,0.0472,1059,"{'male': 18.18, 'female': 81.82}","{'13-17': 8.87, '18-24': 27.42, '25-34': 6.45, '35-44': 7.26, '45-54': 27.42, '55+': 22.58}","{'UAE': 25.32, 'USA': 22.08, 'UK': 19.48}","{'Bangalore': 24.67, 'Chennai': 24.67, 'New York': 20.0}",0.037
787,micro,22486,11703,16853,0.0482,1083,"{'male': 49.21, 'female': 50.79}","{'13-17': 11.11, '18-24': 17.28, '25-34': 18.52, '35-44': 22.84, '45-54': 9.88, '55+': 20.37}","{'India': 31.5, 'UAE': 24.41, 'Germany': 22.83}","{'Delhi': 27.21, 'Chennai': 19.05, 'Kolkata': 14.97}",0.033
788,macro,880498,367421,483320,0.0317,27911,"{'male': 38.78, 'female': 61.22}","{'13-17': 33.02, '18-24': 9.43, '25-34': 14.15, '35-44': 17.92, '45-54': 8.49, '55+': 16.98}","{'India': 31.82, 'UK': 22.73, 'UAE': 16.36}","{'London': 22.99, 'Chennai': 21.26, 'New York': 19.54}",0.134
789,micro,44539,18796,36834,0.0614,2734,"{'male': 17.5, 'female': 82.5}","{'13-17': 21.94, '18-24': 14.19, '25-34': 14.84, '35-44': 14.19, '45-54': 12.9, '55+': 21.94}","{'UAE': 26.0, 'Germany': 24.67, 'USA': 18.0}","{'Delhi': 24.2, 'Hyderabad': 19.11, 'Kolkata': 17.2}",0.196
790,nano,2743,1560,1975,0.0865,237,"{'male': 40.74, 'female': 59.26}","{'13-17': 3.45, '18-24': 27.59, '25-34': 25.52, '35-44': 26.9, '45-54': 4.83, '55+': 11.72}","{'India': 35.09, 'Germany': 31.58, 'UAE': 13.16}","{'Bangalore': 20.65, 'Kolkata': 18.06, 'Mumbai': 15.48}",0.096
791,mid,104334,51659,56136,0.0415,4329,"{'male': 61.82, 'female': 38.18}","{'13-17': 11.46, '18-24': 25.48, '25-34': 15.29, '35-44': 18.47, '45-54': 3.82, '55+': 25.48}","{'UK': 30.71, 'India': 23.62, 'UAE': 22.83}","{'Delhi': 19.25, 'New York': 16.04, 'London': 14.97}",0.131
792,macro,651301,294617,553502,0.0123,8011,"{'male': 25.0, 'female': 75.0}","{'13-17': 18.79, '18-24': 9.4, '25-34': 26.17, '35-44': 18.79, '45-54': 8.72, '55+': 18.12}","{'USA': 27.36, 'India': 25.47, 'UAE': 19.81}","{'Hyderabad': 27.56, 'Kolkata': 20.47, 'Mumbai': 11.02}",-0.034
793,mid,333983,199500,242530,0.0446,14895,"{'male': 67.44, 'female': 32.56}","{'13-17': 22.86, '18-24': 22.14, '25-34': 11.43, '35-44': 11.43, '45-54': 17.14, '55+': 15.0}","{'India': 38.0, 'UK': 24.0, 'Germany': 24.0}","{'Kolkata': 20.74, 'New York': 20.21, 'Hyderabad': 18.62}",0.021
794,mid,174112,71527,136517,0.0674,11735,"{'male': 46.15, 'female': 53.85}","{'13-17': 6.31, '18-24': 10.81, '25-34': 16.22, '35-44': 27.03, '45-54': 9.01, '55+': 30.63}","{'UK': 32.1, 'UAE': 22.22, 'Germany': 22.22}","{'Hyderabad': 24.3, 'Chennai': 14.95, 'Delhi': 13.08}",0.147
795,micro,14920,6691,10674,0.0422,629,"{'male': 45.07, 'female': 54.93}","{'13-17': 10.66, '18-24': 27.87, '25-34': 9.84, '35-44': 10.66, '45-54': 15.57, '55+': 25.41}","{'USA': 23.26, 'UAE': 23.26, 'UK': 22.67}","{'Delhi': 17.24, 'Chennai': 15.52, 'Hyderabad': 12.93}",0.193
796,micro,38095,19673,30796,0.0556,2118,"{'male': 47.37, 'female': 52.63}","{'13-17': 23.65, '18-24': 14.86, '25-34': 16.22, '35-44': 3.38, '45-54': 19.59, '55+': 22.3}","{'USA': 29.67, 'India': 26.37, 'UAE': 17.58}","{'Bangalore': 21.48, 'Mumbai': 16.11, 'New York': 14.09}",0.035
797,micro,32769,17015,17729,0.0947,3103,"{'male': 74.07, 'female': 25.93}","{'13-17': 19.38, '18-24': 17.83, '25-34': 17.05, '35-44': 14.73, '45-54': 13.18, '55+': 17.83}","{'UAE': 27.46, 'India': 23.24, 'Germany': 23.24}","{'Hyderabad': 25.0, 'Mumbai': 17.57, 'Bangalore': 14.86}",0.03
798,nano,7472,3300,5461,0.1392,1040,"{'male': 58.33, 'female': 41.67}","{'13-17': 14.81, '18-24': 9.63, '25-34': 8.89, '35-44': 19.26, '45-54': 25.93, '55+': 21.48}","{'UAE': 26.9, 'Germany': 25.52, 'India': 24.14}","{'Delhi': 21.43, 'Kolkata': 19.23, 'Mumbai': 17.03}",0.139
799,nano,7663,4169,5406,0.1283,983,"{'male': 48.61, 'female': 51.39}","{'13-17': 5.0, '18-24': 13.12, '25-34': 10.0, '35-44': 24.38, '45-54': 23.12, '55+': 24.38}","{'UAE': 35.42, 'India': 21.88, 'USA': 20.83}","{'London': 16.95, 'Delhi': 16.53, 'Kolkata': 16.1}",0.148
800,macro,976546,492397,861524,0.0206,20116,"{'male': 29.41, 'female': 70.59}","{'13-17': 31.91, '18-24': 17.02, '25-34': 14.89, '35-44': 12.77, '45-54': 10.64, '55+': 12.77}","{'Germany': 31.01, 'USA': 27.13, 'India': 21.71}","{'Mumbai': 19.23, 'New York': 19.23, 'Bangalore': 16.48}",0.172
801,nano,9470,5511,6843,0.0616,583,"{'male': 50.79, 'female': 49.21}","{'13-17': 7.86, '18-24': 17.86, '25-34': 27.14, '35-44': 17.86, '45-54': 15.71, '55+': 13.57}","{'UK': 29.55, 'USA': 27.27, 'Germany': 22.73}","{'New York': 21.35, 'Hyderabad': 20.22, 'Kolkata': 17.98}",0.066
802,nano,3832,1894,2888,0.0517,198,"{'male': 80.65, 'female': 19.35}","{'13-17': 32.79, '18-24': 18.85, '25-34': 15.57, '35-44': 7.38, '45-54': 14.75, '55+': 10.66}","{'UK': 41.11, 'UAE': 22.22, 'India': 15.56}","{'Delhi': 19.12, 'London': 18.63, 'Mumbai': 18.14}",-0.018
803,micro,59641,29342,44685,0.0312,1860,"{'male': 43.28, 'female': 56.72}","{'13-17': 19.9, '18-24': 18.85, '25-34': 20.42, '35-44': 3.14, '45-54': 20.42, '55+': 17.28}","{'UAE': 31.43, 'USA': 25.71, 'UK': 15.71}","{'Kolkata': 18.23, 'Delhi': 16.26, 'London': 16.26}",0.027
804,mid,185098,89999,108672,0.0455,8421,"{'male': 31.91, 'female': 68.09}","{'13-17': 9.66, '18-24': 17.05, '25-34': 19.32, '35-44': 22.16, '45-54': 21.59, '55+': 10.23}","{'UK': 25.71, 'USA': 25.0, 'UAE': 18.57}","{'Hyderabad': 26.62, 'Bangalore': 18.71, 'Kolkata': 17.99}",0.15
805,mid,313221,173982,210132,0.0646,20234,"{'male': 75.0, 'female': 25.0}","{'13-17': 23.29, '18-24': 15.07, '25-34': 15.07, '35-44': 18.49, '45-54': 21.92, '55+': 6.16}","{'UK': 44.58, 'UAE': 25.3, 'USA': 13.25}","{'Mumbai': 18.91, 'New York': 18.41, 'London': 17.91}",0.188
806,mid,173400,70496,136523,0.0543,9415,"{'male': 66.67, 'female': 33.33}","{'13-17': 6.36, '18-24': 16.36, '25-34': 23.64, '35-44': 24.55, '45-54': 20.0, '55+': 9.09}","{'Germany': 28.99, 'India': 28.26, 'USA': 21.74}","{'London': 20.3, 'Delhi': 17.26, 'New York': 17.26}",-0.033
807,mid,485752,219003,312118,0.055,26716,"{'male': 58.0, 'female': 42.0}","{'13-17': 19.46, '18-24': 24.16, '25-34': 23.49, '35-44': 6.04, '45-54': 3.36, '55+': 23.49}","{'India': 25.0, 'UAE': 25.0, 'UK': 23.12}","{'New York': 19.17, 'Chennai': 17.1, 'Kolkata': 16.58}",0.105
808,micro,62561,33707,48489,0.0763,4773,"{'male': 52.05, 'female': 47.95}","{'13-17': 5.88, '18-24': 22.35, '25-34': 14.12, '35-44': 38.82, '45-54': 11.76, '55+': 7.06}","{'India': 38.38, 'Germany': 22.22, 'UAE': 20.2}","{'Mumbai': 21.43, 'Bangalore': 18.68, 'London': 18.68}",0.187
809,micro,38645,22851,44982,0.072,2782,"{'male': 24.14, 'female': 75.86}","{'13-17': 18.71, '18-24': 10.79, '25-34': 15.11, '35-44': 3.6, '45-54': 25.18, '55+': 26.62}","{'UAE': 45.59, 'USA': 14.71, 'Germany': 14.71}","{'Chennai': 15.2, 'Delhi': 14.71, 'Hyderabad': 14.71}",0.121
810,mid,461130,274688,364236,0.0413,19044,"{'male': 33.96, 'female': 66.04}","{'13-17': 15.12, '18-24': 21.51, '25-34': 22.67, '35-44': 20.93, '45-54': 4.65, '55+': 15.12}","{'USA': 25.34, 'UAE': 25.34, 'UK': 19.86}","{'London': 22.86, 'New York': 21.71, 'Hyderabad': 20.0}",0.155
811,mid,284571,125838,190671,0.0687,19550,"{'male': 25.0, 'female': 75.0}","{'13-17': 7.26, '18-24': 16.13, '25-34': 17.74, '35-44': 23.39, '45-54': 23.39, '55+': 12.1}","{'Germany': 32.43, 'UK': 25.68, 'UAE': 21.62}","{'Delhi': 17.41, 'Chennai': 17.41, 'Hyderabad': 14.73}",-0.049
812,nano,3660,1755,3267,0.1334,488,"{'male': 38.46, 'female': 61.54}","{'13-17': 29.57, '18-24': 7.83, '25-34': 6.09, '35-44': 12.17, '45-54': 26.09, '55+': 18.26}","{'UAE': 31.71, 'USA': 27.64, 'Germany': 27.64}","{'New York': 29.73, 'Mumbai': 18.92, 'London': 14.41}",0.056
813,micro,93470,41081,76738,0.0594,5552,"{'male': 52.11, 'female': 47.89}","{'13-17': 19.77, '18-24': 12.79, '25-34': 8.14, '35-44': 16.28, '45-54': 32.56, '55+': 10.47}","{'Germany': 25.0, 'UK': 24.22, 'UAE': 24.22}","{'Hyderabad': 19.9, 'New York': 17.86, 'Delhi': 16.33}",0.105
814,macro,579738,302695,320391,0.0466,27015,"{'male': 16.67, 'female': 83.33}","{'13-17': 14.67, '18-24': 21.33, '25-34': 14.67, '35-44': 33.33, '45-54': 8.0, '55+': 8.0}","{'UAE': 30.93, 'UK': 29.9, 'India': 15.46}","{'Bangalore': 17.84, 'London': 16.76, 'New York': 15.68}",0.122
815,mid,433068,254145,268724,0.0253,10956,"{'male': 22.5, 'female': 77.5}","{'13-17': 24.29, '18-24': 16.43, '25-34': 17.14, '35-44': 9.29, '45-54': 25.0, '55+': 7.86}","{'USA': 34.86, 'UAE': 25.69, 'UK': 16.51}","{'New York': 20.21, 'Delhi': 19.68, 'Hyderabad': 19.68}",-0.028
816,micro,55609,30360,48104,0.0522,2902,"{'male': 55.88, 'female': 44.12}","{'13-17': 11.32, '18-24': 13.84, '25-34': 15.72, '35-44': 18.24, '45-54': 16.35, '55+': 24.53}","{'UK': 27.78, 'India': 23.61, 'USA': 18.06}","{'Bangalore': 20.98, 'London': 20.98, 'Delhi': 16.78}",0.105
817,macro,512798,284699,417182,0.0486,24921,"{'male': 45.95, 'female': 54.05}","{'13-17': 13.71, '18-24': 18.27, '25-34': 19.29, '35-44': 17.77, '45-54': 15.74, '55+': 15.23}","{'UK': 40.86, 'India': 35.48, 'UAE': 9.68}","{'Hyderabad': 19.9, 'Mumbai': 19.4, 'London': 15.42}",0.156
818,nano,3211,1313,1537,0.1066,342,"{'male': 22.5, 'female': 77.5}","{'13-17': 20.77, '18-24': 11.54, '25-34': 14.62, '35-44': 29.23, '45-54': 13.85, '55+': 10.0}","{'UK': 25.81, 'India': 22.58, 'USA': 22.58}","{'Hyderabad': 19.32, 'Kolkata': 18.36, 'London': 17.39}",-0.015
819,mid,303994,122638,243416,0.069,20975,"{'male': 79.31, 'female': 20.69}","{'13-17': 6.96, '18-24': 11.3, '25-34': 9.57, '35-44': 29.57, '45-54': 20.0, '55+': 22.61}","{'UK': 31.43, 'USA': 29.52, 'Germany': 21.9}","{'Hyderabad': 16.53, 'Chennai': 16.12, 'Delhi': 13.64}",0.176
820,mid,340914,138753,158583,0.0353,12034,"{'male': 22.58, 'female': 77.42}","{'13-17': 19.05, '18-24': 16.33, '25-34': 20.41, '35-44': 26.53, '45-54': 9.52, '55+': 8.16}","{'India': 30.0, 'UK': 29.0, 'Germany': 24.0}","{'London': 20.11, 'Delhi': 17.88, 'New York': 17.88}",-0.017
821,nano,5025,2958,5582,0.1401,704,"{'male': 68.52, 'female': 31.48}","{'13-17': 24.24, '18-24': 19.39, '25-34': 4.24, '35-44': 20.61, '45-54': 21.82, '55+': 9.7}","{'USA': 34.65, 'India': 26.73, 'UK': 23.76}","{'Kolkata': 24.34, 'London': 22.37, 'Bangalore': 16.45}",0.008
822,mid,188313,95043,163481,0.0653,12296,"{'male': 57.14, 'female': 42.86}","{'13-17': 22.83, '18-24': 30.43, '25-34': 13.04, '35-44': 11.96, '45-54': 13.04, '55+': 8.7}","{'UAE': 27.21, 'Germany': 24.26, 'India': 20.59}","{'London': 21.08, 'Bangalore': 18.07, 'Delhi': 16.87}",0.054
823,nano,9164,4427,5414,0.0931,853,"{'male': 56.52, 'female': 43.48}","{'13-17': 4.13, '18-24': 14.05, '25-34': 28.93, '35-44': 11.57, '45-54': 9.92, '55+': 31.4}","{'India': 26.25, 'USA': 26.25, 'UAE': 20.0}","{'Kolkata': 21.89, 'Delhi': 18.34, 'London': 15.98}",-0.002
824,micro,70036,30723,31096,0.0561,3929,"{'male': 66.67, 'female': 33.33}","{'13-17': 31.73, '18-24': 18.27, '25-34': 15.38, '35-44': 4.81, '45-54': 25.0, '55+': 4.81}","{'India': 27.05, 'UAE': 26.23, 'USA': 23.77}","{'London': 20.62, 'Mumbai': 18.56, 'Delhi': 17.01}",-0.002
825,mid,208161,87581,128965,0.0502,10449,"{'male': 26.32, 'female': 73.68}","{'13-17': 28.0, '18-24': 4.0, '25-34': 12.0, '35-44': 16.8, '45-54': 17.6, '55+': 21.6}","{'Germany': 36.46, 'India': 34.38, 'UAE': 13.54}","{'Hyderabad': 15.7, 'New York': 15.7, 'Chennai': 13.9}",0.058
826,micro,74915,42874,56188,0.0793,5940,"{'male': 33.33, 'female': 66.67}","{'13-17': 12.1, '18-24': 20.38, '25-34': 19.75, '35-44': 25.48, '45-54': 14.01, '55+': 8.28}","{'India': 25.36, 'Germany': 25.36, 'UK': 18.84}","{'Mumbai': 25.32, 'Chennai': 20.89, 'Delhi': 15.82}",0.135
827,mega,3521275,2083158,3360810,0.023,80989,"{'male': 67.31, 'female': 32.69}","{'13-17': 22.76, '18-24': 20.33, '25-34': 6.5, '35-44': 32.52, '45-54': 9.76, '55+': 8.13}","{'India': 27.07, 'UK': 22.56, 'UAE': 22.56}","{'Delhi': 24.83, 'Kolkata': 22.15, 'Chennai': 14.77}",0.122
828,nano,2278,1341,2261,0.1046,238,"{'male': 50.88, 'female': 49.12}","{'13-17': 23.33, '18-24': 6.67, '25-34': 10.83, '35-44': 24.17, '45-54': 5.83, '55+': 29.17}","{'UK': 37.04, 'UAE': 36.11, 'Germany': 11.11}","{'Bangalore': 17.26, 'Chennai': 16.81, 'London': 12.39}",0.035
829,mid,259594,107300,162469,0.0271,7034,"{'male': 22.5, 'female': 77.5}","{'13-17': 10.75, '18-24': 25.81, '25-34': 6.45, '35-44': 22.58, '45-54': 16.13, '55+': 18.28}","{'USA': 35.78, 'UK': 18.35, 'UAE': 18.35}","{'Bangalore': 20.23, 'Hyderabad': 17.92, 'New York': 17.92}",-0.03
830,nano,4672,2041,3505,0.1422,664,"{'male': 45.95, 'female': 54.05}","{'13-17': 26.21, '18-24': 8.28, '25-34': 7.59, '35-44': 6.9, '45-54': 24.14, '55+': 26.9}","{'India': 34.78, 'USA': 22.61, 'UK': 18.26}","{'Chennai': 18.35, 'London': 17.72, 'Delhi': 15.19}",0.07
831,macro,720872,306296,432772,0.0248,17877,"{'male': 49.3, 'female': 50.7}","{'13-17': 14.71, '18-24': 11.76, '25-34': 14.71, '35-44': 22.79, '45-54': 19.12, '55+': 16.91}","{'UAE': 26.95, 'India': 24.11, 'USA': 23.4}","{'Hyderabad': 18.22, 'London': 16.82, 'Delhi': 15.89}",0.076
832,mid,299974,137375,230768,0.0574,17218,"{'male': 62.5, 'female': 37.5}","{'13-17': 18.57, '18-24': 16.43, '25-34': 13.57, '35-44': 19.29, '45-54': 3.57, '55+': 28.57}","{'UAE': 30.25, 'Germany': 28.57, 'USA': 26.05}","{'Mumbai': 16.49, 'Delhi': 15.98, 'Bangalore': 15.46}",0.099
833,micro,28193,12562,16041,0.0973,2743,"{'male': 46.51, 'female': 53.49}","{'13-17': 30.16, '18-24': 17.46, '25-34': 8.73, '35-44': 3.97, '45-54': 30.95, '55+': 8.73}","{'USA': 34.91, 'UAE': 22.64, 'UK': 21.7}","{'Kolkata': 22.22, 'New York': 20.37, 'Mumbai': 17.28}",0.016
834,mega,3917284,1600719,1840635,0.015,58759,"{'male': 43.75, 'female': 56.25}","{'13-17': 30.25, '18-24': 10.08, '25-34': 11.76, '35-44': 10.08, '45-54': 8.4, '55+': 29.41}","{'India': 29.1, 'USA': 27.61, 'UK': 20.9}","{'London': 23.97, 'Delhi': 22.31, 'Hyderabad': 14.05}",0.172
835,mega,1531669,624797,874502,0.028,42886,"{'male': 56.14, 'female': 43.86}","{'13-17': 10.89, '18-24': 13.86, '25-34': 7.92, '35-44': 15.84, '45-54': 37.62, '55+': 13.86}","{'Germany': 29.55, 'UK': 26.52, 'UAE': 20.45}","{'Kolkata': 29.55, 'New York': 16.67, 'Bangalore': 12.12}",0.108
